Actual Summary,Model Summary
"In the first recording, an unidentified officer talks to Slager about what might happen. The second audio captures a phone call between Slager and someone CNN believes is his wife.
","Michael Slager is charged with murder in the death of Walter Scott, 50, in South Carolina. Slager's voice can be heard in two audio recordings made in the immediate aftermath of the shooting. "
"In July 2010, Joyce Bruce got pregnant in an unusual way -- with repeated attempts using a turkey baster. The man who gave her his sperm wanted to have a role in his son's life. They ended up in court, and he has won joint custody and visitation rights.
","Robert Boardwine's friend used his sperm and a turkey baster to get pregnant. Boardwine and Joyce Bruce never had sex, and she thought she was entitled to sole custody. A Virginia appeals court says the kitchen utensil doesn't constitute reproductive technology. "
"Court has adjourned for the day after more than seven hours of deliberations. Jurors sent out two questions that are set to be addressed Wednesday. If Dzhokhar Tsarnaev is found guilty of at least one capital count, trial will go to penalty phase.
","Dzhokhar Tsarnaev, 21, faces life in prison or the death penalty if convicted. Jurors sent out two questions to be addressed when they return to court Wednesday. Defense says Tsarnaev was acting under the influence of his older brother, Tamerlan. "
"""We have the power and... today shows we have the numbers,"" says a protester. The Justice Department is looking into whether a civil rights violation occurred. Autopsy results on Gray show that he died from a severe injury to his spinal cord.
",Police release names of six officers suspended with pay in Freddie Gray's death. Baltimore's mayor says she wants to find out how Gray died. 
"Denver teacher Kyle Schwartz asked students to share what they wish she knew. Their honest answers moved Schwartz and sparked a discussion online.
",Denver teacher Kyle Schwartz passes out Post-it notes to her third grade students. Many of the students she teaches just wish they had something in common with her. 
"Witness who took the video says ""Mr. Scott didn't deserve this"" North Charleston police Officer Michael Slager is fired. The city orders an additional 150 body cameras.
","Officer Michael Slager fired after video shows him firing eight shots at Walter Scott, striking him five times. Slager, who is white, is charged with murder in the shooting death of the 50-year-old man. Police chief says he was ""sickened"" by the video and ordered 150 more body cameras for officers. "
"#tacocannon trends in Omaha as excited fans eat up the idea of flying tacos. The cannon will shoot off tacos at University of Nebraska-Omaha's new arena.
",The University of Nebraska at Omaha is getting a new $81.6 million stadium. A taco shop has teamed up with the university to shoot tacos into the stands at sporting events. 
"Japanese maglev train sets new speed record: 603 kilometers per hour. The train is planned to begin service in 2027.
","A Japan Railway maglev train hit 603 kilometers per hour (374 miles per hour) on an experimental track in Yamanashi Tuesday. The train broke its own record from last Thursday, when it ran at 590 kilometers. Maglev trains work by using magnets to push the train away from the tracks and drive the train forward. "
"Olympic champion Charlotte Dujardin remains world's leading dressage rider after Vegas contest. Swiss Olympic showjumping champion Steve Guerdat finally wins World Cup jumping title at 10th attempt.
",Charlotte Dujardin and Valegro win the FEI World Cup Dressage title in Las Vegas. It is the French rider's second consecutive victory in the prestigious event. The 19-year-old Irish showjumper Bertram Allen claims the bronze medal. 
"Horses complete transatlantic trip to Las Vegas in 'business class' luxury. 80,000 fans expected as organizers spend $8m bringing horses back to Vegas. Celebrity chefs and legends of sport will mix with top jumping and dressage riders. World Cup Final trophies to be won -- some of the most prestigious in the sport.
","Showjumping and dressage World Cup Finals take place in Las Vegas this week. The event is the first to be held alongside Olympic, world and European gold. More than 80,000 fans are expected at the Thomas & Mack Center. Germany's Daniel Deusser is the defending champion in showjumping. "
"Nepal is a popular place for Israeli couples to have surrogate children. An estimated 10 to 15 surrogate mothers are due to give birth soon in Kathmandu.
",Nepal is a popular place for Israeli couples to have surrogate children. Ronen Ziv had tickets to travel to Nepal for his child's birth from a surrogate mother. Now he has no choice but to wait in his native Israel for news. 
"Japanese Prime Minister Shinzo Abe will address Congress on Wednesday. Mike Honda: Abe must commit to educating future generation honestly, humbly.
","House Minority Leader Nancy Pelosi says Japan's prime minister has an opportunity to do right by the ""comfort women"" "
"CNN Hero Chad Bernstein started music program that helps at-risk middle school students. Nonprofit group Guitars Over Guns pairs Miami-area kids with professional musician mentors. Do you know a hero? Nominations are open for 2015 CNN Heroes.
","Chad Bernstein's nonprofit, Guitars Over Guns, helps at-risk kids in Miami. The program pairs middle-school students with professional musicians. It also provides free instrument instruction and mentorship. Do you know a hero? Nominations are open for CNN Heroes 2015. "
"Anuradha Koirala and 425 young women and girls have been sleeping outdoors because of aftershocks. Pushpa Basnet and 45 children she cares for were forced to evacuate their residence. Seven other CNN Heroes and their organizations now assisting in relief efforts.
","Two CNN Heroes are among the earthquake survivors in Kathmandu, Nepal. One, Anuradha Koirala, rescues victims of sex trafficking. The other, Pushpa Basnet, cares for children whose homes were damaged. "
"Jody Farley-Berens helps single parents who are battling cancer. Farley-Berens saw the need firsthand through her childhood friend. Do you know a hero? Nominations are open for 2015 CNN Heroes.
","Jody Farley-Berens started Singleton Moms to help single parents with cancer. Since 2006, the group has helped more than 300 parents in the Phoenix area. Do you know a hero? Nominations are open for CNN Heroes 2015. "
"Jeff Yang: The media has a misconception about urban unrest in light of Baltimore turmoil. He says there's no pattern of African Americans ""targeting Asian-owned businesses for destruction""
",Frida Ghitis: NPR report says Baltimore unrest was fueled by Asian-owned businesses being targeted. Ghitis says it's a myth that Asian businesses have been targeted out of racial animus. 
"Jordan Spieth hails autistic younger sibling as his biggest supporter. Ice-cool display made him second-youngest winner behind Tiger Woods.
",Jordan Spieth tells CNN he misses his autistic sister Ellie after winning the Masters. The 21-year-old equaled Tiger Woods' 1997 record winning score of 18 under par. Spieth says he had a chip on his shoulder after losing the Masters last year. 
"Louis Jordan says his sailboat capsized three times. He survived by collecting rainwater and eating raw fish. Frank Jordan told CNN his son isn't an experienced sailor but has a strong will.
","Louis Jordan, 37, took his 35-foot sailboat out in late January. He hadn't been heard from in 66 days when he was spotted Thursday. "
"There are now more people of faith who favor marriage equality than stand against it, according to a new poll. If the U.S. Supreme Court has been paying attention, it likely saw this trend coming.
","In 2003, less than 30% of religiously affiliated Americans supported same-sex marriage. By 2014, that number had climbed to 47%, according to a survey by Public Religion Research Institute. "
"Adam Sobel: California's steps against drought are a preview for rest of U.S. and world. Tying climate change to weather doesn't rest on single extreme event, Sobel says. The big picture should spur us to prepare for new climates by fixing infrastructure, he says.
","Last week, California Gov. Jerry Brown ordered mandatory restrictions on water use for the first time in the state's history. Julian Zelizer: Drought has global significance, but it's not clear whether it's caused by climate change. "
"Carol Costello: Talk to any millennial and you can envision an America virtually marriage-free. In countries like Sweden or Denmark, people don't feel pressured to marry even if they have kids together.
",Frida Ghitis: Millennials say they'll marry when they're ready. She says Pew study shows they're more likely to be single than older generations. Ghitis says Scandinavians have more divorces than Americans. 
"Strung out on heroin, Anthony Sideri robbed a bank. He had to go through withdrawal in a jail cell. Overcoming addiction is possible, he says, as he's building a new life as a family man.
",Anthony Sideri was 25 when he robbed a bank after shooting up heroin all day. He spent eight years in rehab and 22 months in jail before he was released. He says he's still struggling with the effects of heroin withdrawal. 
"Hundreds of desperate migrants have died attempting to cross the Mediterranean in recent says. And Italians are alarmed that this year as many as a million migrants could arrive in Europe.
","As many as 1,600 migrants have died in the Mediterranean in the past 10 days. "
"NASA's Messenger probe smashes into Mercury, ending mission. Space probe hit the planet's surface at 8,750 mph.
",NASA says its Messenger space probe crashed into Mercury on Thursday. It was the first spacecraft to orbit the planet closest to the sun. 
"Volcano already has erupted twice this week. It has spewed ash to a depth of about 23½ inches in some places, Chilean officials say. Authorities issue an alert for two towns, and there's a 12-mile exclusion zone.
","Chile's Calbuco Volcano has erupted twice this week, spewing ash into Argentina. Geologists warn of more activity Friday. "
"Winston's lawyer: Kinsman's ""false accusations have already been exposed and rejected six times"" Erica Kinsman said Jameis Winston raped her in 2012; a prosecutor declined to bring criminal charges. Her lawsuit alleges sexual battery and false imprisonment; Winston has said they had consensual sex.
","Erica Kinsman has accused Jameis Winston of rape. She alleges sexual battery, false imprisonment and infliction of emotional distress. Winston has said the sex was consensual. "
"Ben Wedeman joins the Calabrese, an Italian patrol boat as it traverses the Mediterranean looking for migrants. Often the crew have little to report, only coming across fishing boats or other commercial vessels. The Calabrese was involved in a rescue in October 2013, during which more than 350 people died.
","Italy's Guardia di Finanza regularly patrols the Mediterranean off Lampedusa. In recent years, it has been the first point of entry to Europe for tens of thousands of migrants. "
"South Korean lawmaker quotes intelligence officials as saying Kim Jong Un countenances no disagreement. Official reportedly executed for expressing dissatisfaction with forestry program. Four member of Unhasu Orchestra also reportedly executed.
","North Korean leader Kim Jong Un is continuing to rule with an iron fist, a lawmaker says. He has executed about 15 senior officials so far this year, Shin Kyung-min says. "
"Pop star Taylor Swift revealed Thursday that her mom has cancer. The nature and severity of Andrea Swift's cancer have not been divulged.
","Taylor Swift says her mother, Andrea, has cancer. The singer did not divulge the nature or severity of the cancer. #PrayForMamaSwift was a trending hashtag Thursday on Twitter. "
"Two people are taken into custody, but the protests -- on the whole -- are peaceful. Baltimore police commissioner sits down with the Gray family.
","At least two people are detained for disorderly conduct and destruction of property, police say. Protesters are upset over the death of Freddie Gray, who died after being arrested by police. A police union has compared the protests to a ""lynch mob"" "
"Yoga guru Bikram Choudhury denies sexual assault allegations. His accusers, he says, were manipulated to lie about him. A former student says he uses his yoga accomplishments to hide the harm he's caused.
",Bikram Choudhury is accused of rape or sexual assault by six of his former students. He says he wants to set the record straight. 
"India predicted to outpace China as as world's fastest-growing economy in next year. China's economy is slowing after over 25 years of breakneck growth. But experts say India simply can't size up against China's raw economic might.
","Chinese President Xi Jinping and Indian Prime Minister Narendra Modi are two dynamic leaders at the helm of the world's two most populous nations. Modi's India is out to put its economy on the fast track, while China's economy is slowing after over 25 years of breakneck growth. It's been predicted that India could outpace China as world's fastest growing economy as soon as this year. Despite Modi's big pro-business push, India simply can't size up against China's raw economic might. "
".50-caliber bullets equipped with optical sensors can follow moving targets. The ""smart bullets"" can help shooters compensate for high winds. The goal of the program is to give shooters greater range and make American troops safer.
","DARPA says it has passed its most successful round of live-fire tests to date. The ""smart bullets"" are.50-caliber projectiles equipped with optical sensors. "
"NRA says although it disagreed with Sarah Brady, she was an honorable and respected woman. Sarah Brady became involved in campaigns against gun violence after her son to picked up a loaded gun. Her husband died in August, having spent the last part of his life in a wheelchair from being shot.
","Sarah Brady died of pneumonia, her family says. She and her husband, James, pushed for stricter gun control laws. James Brady was President Ronald Reagan's press secretary. "
"The Dadaab refugee camp is the world's largest, with more than 600,000 people. Kenya will change ""the way America changed after 9/11,"" deputy president says. William Ruto adds that ""we must secure this country at whatever cost""
","Kenya's deputy president gives U.N. three months to relocate refugees from the Dadaab camp. ""We shall relocate them ourselves,"" William Ruto says. The camp is home to more than 600,000 Somalis, many of whom are Al-Shabaab sympathizers. "
"Six protesters scale the Polar Pioneer, hundreds of miles northwest of Hawaii. Greenpeace opposes Shell's plans to drill for oil in the Arctic.
",Greenpeace activists climb aboard a Shell oil rig to protest the company's plans to drill in the Arctic near Alaska. The activists say they have enough supplies to stay on the rig for several days. Shell says the boarding was illegal and jeopardized the safety of the activists and the crew. 
"Putin to spend hours fielding questions from the general public on live television. Sanctions and Russia's deep economic crisis likely to be a major theme. Critics of the Kremlin slam event as Russia's imitation of democracy in action.
","Vladimir Putin will hold an annual Q&A session in which he will answer questions from the general public on live television. The event is widely anticipated in Russia, where Putin's interactions with ordinary people are rare. "
"Saudi military official accuses Iran of training and arming rebels. Yemeni officials say school hit by airstrikes; one source says three students killed. Noncombatants are caught up in Yemen's fighting.
","Yemeni officials say a Saudi airstrike hit a school, injuring at least a half dozen students. Separately, Saudi airstrikes wiped out about a fifth of the armored vehicles captured by southern separatists. "
"U.S. military doesn't have further information to evaluate the Iraqi media reports. Al-Douri's body arrives in Baghdad where DNA samples are taken. Izzat Ibrahim al-Douri was the highest-ranking member of Iraqi President Saddam Hussein's regime to evade capture.
",Izzat Ibrahim al-Douri was a former top deputy to Saddam Hussein. He was also a key figure in Sunni extremist groups battling the Iraqi government. 
"Solar plane attempting to be first to circumnavigate world without using fuel is stuck in China. Solar Impulse 2 attempts to prove the power of renewable energy.
","Solar Impulse 2, the experimental plane attempting to fly around the world without using a drop of fuel, has been grounded by the weather in China. It's just a quarter of the way along a journey that will cover some 35,000 kilometers (21,748 miles) over five months. "
"ISIS is known for brutal takeovers and medieval justice, but it sees itself as a state. Official documents show just how far their rules affect daily life.
",ISIS sees itself as a government operating under a rule of law in Iraq and Syria. Official documents give a window into the bureaucracy of the self-declared caliphate. Some subjects such as democracy and political thought are banned by ISIS. 
"Wei Tingting, Wang Man, Zheng Churan, Li Tingting and Wu Rongrong freed. They're still considered suspects in an ongoing criminal investigation, may face charges in the future. They will be under surveillance for a year with their movements and activities restricted.
","The five women were arrested on March 8, the International Women's Day. They had been planning a campaign against sexual harassment on public transportation. "
"Paul Nungesser says he was target of gender-based harassment campaign. The case drew national attention after his accuser started carrying a mattress around campus.
","Paul Nungesser was cleared of responsibility in Emma Sulkowicz's 2013 rape claim. He is now suing the school, its president and the professor who oversaw her mattress project. "
"U.S. President Obama, Cuban President Raul Castro meet in Panama City. The two nations -- only 90 miles apart -- have been at odds for more than 50 years.
","President Obama and Cuban leader Raul Castro shake hands at a dinner for Latin American leaders. The two leaders have been building up to the historic face-to-face. In Panama, Obama is expected to announce he's removing Cuba from the United States' list of countries that sponsor terrorism. "
"Joseph Kent's attorney says his client was released from jail. Police in Baltimore detained Kent on live TV after start of curfew. That triggered a wave of interest on social media.
",Joseph Kent was arrested in front of a phalanx of police Tuesday night. His lawyer says he was released from jail Thursday morning. 
"Aid organizations are still working to help the people of Nepal in the wake of two major earthquakes. Thousands were killed in a magnitude 7.8 earthquake in Nepal on April 25. A second quake rocked the country less than three weeks later.
",Nepal is still recovering from two major earthquakes and a mudslide. There are several organizations that have created funds for relief efforts. 
"SpaceX founder Elon Musk: ""Rocket landed on droneship, but too hard for survival"" This was the second attempt at historic rocket booster barge landing. Dragon spacecraft will head toward International Space Station on resupply mission.
","SpaceX founder tweets: ""Ascent successful. Rocket landed on droneship, but too hard for survival"" The private space exploration company tried to land a rocket on a floating barge for the first time. This is the sixth SpaceX mission to the International Space Station. "
"Questions Tuesday centered on whether defining marriage should be left to voters in individual states or decided by judicial system. Chief Justice John Roberts, who shocked conservatives with his swing vote to uphold Obamacare, seemed to lean conservative. Eyes on Justice Anthony Kennedy, a key vote for challengers to the state bans, who has penned decisions in favor of gay rights.
","Supreme Court justices appeared divided during historic arguments over the constitutionality of gay marriage. Chief Justice John Roberts seemed to lean more closely to conservative justices. Justice Anthony Kennedy, considered a key vote for challengers to the state bans, has penned three decisions in favor of gay rights. "
"Freddie Gray was arrested on a weapons charge April 12; he was dead seven days later. He was put in a police van after his arrest; it's unclear what happened inside the van. Gray has a criminal history but it's not known if that had anything to do with his arrest or death.
","It's unclear how Freddie Gray, 25, suffered a severe spinal cord injury that led to his death. He was arrested on a weapons charge April 12 in a high-crime area of Baltimore known for drugs. None of the six officers involved in the arrest described using force against Gray. "
"Boko Haram has killed thousands in the nation's northeast since 2009. Aid agencies are scrambling to provide the refugees with clean water, shelter, food and education.
","U.N. appeals for $174 million to help Nigerian refugees who've fled to neighboring nations. Boko Haram has killed thousands in the nation's northeast by attacking villages, schools, churches. "
"Inkster, Michigan, Police Chief Vicki Yost resigns in the wake of charges against one of her former officers. William Melendez was caught on police car dashcam video in January beating an unarmed black motorist. Melendez was charged with assault on Monday; all charges against the motorist have been dropped.
","William Melendez, 49, is charged with assault and mistreatment of a prisoner. He is seen in police car dashcam video grabbing the unarmed motorist, Floyd Dent, around the neck and punching him several times in the head. On Wednesday, all charges against Dent were formally dropped in Michigan Circuit Court. Inkster, Michigan, Police Chief Vicki Yost announced Wednesday her resignation. "
"U.S. Navy is developing an unmanned drone ship to track enemy submarines to limit their tactical capacity for surprise. The vessel would be able to operate under with little supervisory control. Advances are necessary to maintain technological edge on Russia and China, admiral tells House panel.
","Report: U.S. must rethink role of manned submarines and prioritize new underwater detection techniques. Concerns that China could match U.,S. underwater capabilities has encouraged development of unmanned drone ship. "
"Grass tried in his literature to come to grips with World War II and the Nazi era. His characters were the downtrodden, and his style slipped into the surreal. He stoked controversy with his admission to being a member of the Waffen SS.
","Guenter Grass is best known for his novel ""The Tin Drum"" He was awarded the Nobel Prize for Literature in 1999 for his work on the horrors of war and genocide. Grass, 87, died of pneumonia, his publisher says. "
"Witness who took video of shooting said when he arrived officer was on top of Walter Scott. Feidin Santana says Walter Scott didn't take Michael Slager's Taser. Santana said he never saw officers perform CPR before he left the scene to go to work.
","Feidin Santana says he was told by another officer to stop recording Walter Scott's death. Scott, an unarmed black man, was shot dead by North Charleston police officer Michael Slager. "
"NGO official says people will urgently need food, water, medicine and shelter. More than 1,800 people across Nepal confirmed dead, official says. People treated outside hospitals; avalanches reported on Everest.
","U.N. secretary-general says death toll is expected to rise. At least 17 people are killed on Mount Everest, where the quake caused multiple avalanches. More than 1,800 people have been killed across the region, officials say. "
"Police: Yuhei Takashima, 64, says he had sex with girls as young as 14 in Philippines. Officers seize nearly 150,000 photos that the former principal kept of his activities.
","Yuhei Takashima says he paid for sex with more than 12,000 women in the Philippines. Police say he photographed an obscene act with a girl of 13 or 14 and produced pornography. "
"9 indicted on organized crime charges related to bourbon thefts. Employees at two Kentucky distilleries among those indicted.
","65 cases of Pappy Van Winkle were reported missing from a Kentucky distillery in October 2013. The sheriff said at the time that the heist was ""indicative of an inside job"" Nine members of a criminal syndicate have been indicted in the case. "
"Police say 275,000 demonstrators marched in Sao Paulo. Many want President Dilma Rousseff to be impeached. A corruption scandal has implicated politicians in her party.
",Protesters are pushing for the impeachment of President Dilma Rousseff. They are fueled by a corruption scandal that has implicated politicians in her party. 
"Attorney for the family of Freddie Gray says developments are step forward but another issue is more important. Family will have a forensic pathologist do an independent autopsy. Police say Gray should have received medical care at different points before he got to a police station.
","Freddie Gray was not buckled into a seat belt while being transported in a police van, police say. Police Commissioner Anthony Batts says there are no excuses for the incident. "
"A company called CyArk specializes in digital preservation of threatened ancient and historical architecture. Founded by an Iraqi-born engineer, it plans to preserve 500 World Heritage sites within five years.
",CyArk is a non-profit company that specializes in digital preservation of threatened ancient and historical architecture. CyArk uses groundbreaking laser scanning to ensure that incredibly accurate digital versions of the world's treasures will stay with us forever. Founder Ben Kacyra has a plan to scan 500 World Heritage sites in five years. 
"The World Happiness Report highlights the happiest countries. People live longer and experience more generosity and social support in these counties. The United Nations first declared a World Happiness Day in 2012.
","Switzerland took the top spot from Denmark in 2015, rising from third to first place in this year's list of the world's happiest countries. Even if you don't live in one of the 10 happiest countries, a visit to these happy places will give you a taste of what the locals enjoy. "
"""The Cold War has been over for a long time,"" President Obama says. The thaw in ties has dominated discussion at the Summit of the Americas in Panama. The top leaders from the United States and Cuba haven't met for substantive talks in more than 50 years.
",President Barack Obama meets with his Cuban counterpart Raul Castro for an hour. It's the first time the two nations' top leaders have sat down for substantive talks in more than 50 years. 
"The European Union is trying to stop thousands of migrants from drowning at sea. Migrants risk their lives by paying people smugglers to get them to Europe. Australia has successfully stopped the flow of migrant boats to its waters.
",Migrant deaths at sea have increased by a factor of 30 compared to the same time last year. European Union has unveiled a new 10-point action plan to stop migrants crossing the Mediterranean. Australia's asylum policy has been designed as a deterrent to asylum seekers. 
"Conservationist Edwin Sabuhoro founded a cultural village in Rwanda. The village provides work for poachers and unemployed youth.
","Edwin Sabuhoro worked as a warden in Rwanda's Volcanoes National Park, home to endangered mountain gorillas. He decided to help poachers make a living by turning them into farmers by giving them money to rent land, buy seeds and start farming. His work with the cultural village has received international recognition, including a meeting with U.S. president Barack Obama. "
"Footage shows groups of captives in jumpsuits executed at 2 locations, narrator says. Video makes numerous references to Christians failing to pay tax or tribute to Muslims.
",The Ethiopian government says 30 of its citizens are among the two groups of prisoners. The prisoners are believed to be Ethiopian Christians. The al-Furqan Media video was released by ISIS' media arm. 
"Ernst Haas, a celebrated 20th-century photographer, was a regular on movie sets. His work from the industry has been brought together in a new book, ""Ernst Haas: On Set""
",Ernst Haas was one of the 20th century's great photojournalists and image-makers. He was an early member of the great Magnum Photos cooperative. A new book of Haas' movie photography is out. 
"Saturday is Record Store Day, celebrated at music stores around the world. Many stores will host live performances, drawings and special sales of rare vinyl.
","Record Store Day is Saturday, an annual celebration of your neighborhood record store. "
"Ousted Egyptian President Mohamed Morsy is convicted of charges involving violence against protesters. But he is acquitted of murder. ""We promise you unexpected revolutionary surprises,"" a Muslim Brotherhood spokesman says.
","Mohamed Morsy was convicted on charges of violence and inciting violence. He was sentenced to 20 years in prison for the torture of protesters outside the presidential palace in December 2012. His party calls the verdict a ""travesty of justice"" "
"Obsidian can produce cutting edges many times finer than even the best steel scalpels. Some surgeons still use the blades in procedures today.
","Obsidian is a volcanic glass that can produce cutting edges many times finer than even the best steel scalpels. In Neolithic times, trepanation was thought to be a cure for epilepsy and migraines. Today, surgeons are using obsidian scalpels to carry out fine incisions that they say heal with minimal scarring. "
"An Italian prosecutor announces suspected al Qaeda affiliates may have targeted the Vatican. ISIS produced propaganda videos showing beheadings of Egyptian, Ethiopian Christians. Al-Shabaab has singled out non-Muslims to kill them, as at a Garissa University College.
",There's ample evidence that Christians have been targeted by some of the world's worst terrorist groups. 
"2 minors were sentenced to 10 years in prison, in addition to adults getting life. 52 of the 73 defendants were sentenced in absentia. The Virgin Mary Church was burned along with dozens of others in August 2013.
",The Virgin Mary Church in Kafr Hakim was torched and looted by a mob in August 2013. It was one of at least 42 churches and many more businesses and homes targeted that August. Most of those sentenced -- 52 of the 73 defendants -- were tried in absentia. 
"Robert Bates said he meant to subdue a suspect with a Taser but accidentally shot him. The preliminary hearing is scheduled for July 2. The judge said Bates was free to travel to the Bahamas for a family vacation.
","Robert Bates is accused of fatally shooting Eric Harris. Bates says he meant to subdue Harris with a Taser, but accidentally shot him with a gun. "
"If you turned on the television this past Sunday, a new vision of Jesus came into view. Darker, in mood and skin tone. Earthy rather than ethereal. According to the Apostle Paul, almost every depiction of Jesus so far has gotten at least one detail wrong.
","Hollywood has been remaking the image of Jesus for decades. Recent reenactments include ""Killing Jesus,"" ""Finding Jesus"" and ""A.D."" Scholars say it's a reflection of changing demographics in America. "
"Mourners attend visitation service for Walter Scott. Police meet with man who was passenger in his car when it was pulled over. Michael Slager's lawyer says police aren't being helpful at this point.
","Walter Scott's casket is laid to rest in Charleston, South Carolina. Mayor Joseph Riley says the Scott family is too exhausted to attend Friday night's visitation. Police meet with a man who was in Scott's car at the time of the traffic stop. "
"Fatu Kekula, 23, saved most of her family from Ebola. Thanks to donors, she is being trained at Emory University. Kekula was one year away from finishing a nursing degree when Ebola struck.
",Fatu Kekula was just a year away from finishing her nursing degree in Liberia when Ebola struck. A CNN story and donations from around the world helped fund her education in the U.S. Now she's learning skills she can take back home to care for her fellow Liberians. 
"Footage shows a traffic stop and early interactions between Officer Michael Slager and Walter Scott. The two men speak, and then Scott gets out of the car, running. Slager, charged with murder, was fired from the North Charleston Police Department.
",Dash cam video shows interaction between Walter Scott and North Charleston police officer Michael Slager. Slager shot and killed Scott on Saturday after pulling him over for a broken taillight. A witness says he never saw Scott try to get Slager's Taser. 
"Family of American medic killed posts message on Facebook says she died while at base camp. At least 13 die after avalanches at Mount Everest base camp, authorities say; Climber says 17 dead. Dining tent at one base camp has been transformed into a hospital, another hiker says.
","NEW: Jon Reiter says 17 people have been killed on Mount Everest. NEW: A doctor says he has seen 14 bodies, many of them from other countries. The Indian Army's Everest Expedition evacuated 13 mountaineers from a base camp. "
"Hospital gowns have gotten a face-lift with help from fashion designers such as Diane von Furstenberg. What patients wear needs to be comfortable yet allow health professionals access during exams. Patient satisfaction is linked to the size of Medicare payments hospitals get.
",Hospital gowns are among the most vexing parts of being in the hospital. The Cleveland Clinic and Henry Ford Health System have redesigned their gowns. 
"UPDATE: Shelby Offrink lost her battle to cancer on June 28, 2015. Offrink was diagnosed at 30 with rare inoperable brain cancer. Her husband, Ben, was diagnosed with Hodgkin's lymphoma, which had been in remission 15 years.
","Shelby and Ben Offrink met in college and married in 2010. In 2014, Shelby was diagnosed with a rare form of brain cancer. The cancer has spread to her spine, leaving her paralyzed from the belly button down. Ben has Hodgkins lymphoma, which he has battled for 15 years. "
"Swiss Professor Jean-Pierre Wolf is pioneering the use of lasers to affect the weather. He suggests lasers could also be used to limit the impact of climate change.
","Swiss physicist Jean-Pierre Wolf is working on using laser beams to affect the weather. Laser is a cleaner version of cloud seeding, a form of weather modification used for several years. Laser seeding can make more than clouds: it can also trigger lightning. Wolf reckons lasers could be used to ""repair"" the weather, reducing the occurrence of hurricanes. "
"A jury has found ex-New England Patriots star guilty of murder. Aaron Hernandez also charged with murder in 2012 double homicide. 'Golden boy' had just inked $40 million contract when troubles began.
",Aaron Hernandez is found guilty of first-degree murder in the shooting death of Odin Lloyd. The former New England Patriots tight end also faces murder charges in a 2012 double homicide. 
"A lawyer for Dr. Anthony Moschetto says the charges against him are baseless. Moschetto, 54, was arrested for selling drugs and weapons, prosecutors say. Authorities allege Moschetto hired accomplices to burn down the practice of former associate.
","Dr. Anthony Moschetto faces criminal solicitation, conspiracy, burglary, arson, criminal prescription sale and weapons charges. His attorney calls the allegations against his client ""completely unsubstantiated"" "
"Most of those released were women and children. Freed Yazidis sent to capital of Iraq's Kurdish region.
","Most of those released were women and children, a Peshmerga commander says. Yazidis were killed, captured and displaced when ISIS overtook their towns in northern Iraq last summer. "
"The recruiting tactics used by ISIS differ from those traditionally employed by al Qaeda. ISIS benefits from a media environment that amplifies its propaganda, officials say.
","U.S. prosecutions of would-be recruits to ISIS have exploded in recent months. They highlight challenges that ISIS poses in comparison with al Qaeda, which has attracted fewer U.S.-based recruits. "
"Twin sister of Freddie Gray asks for people to stop breaking things, scuffling with cops. Fans are permitted to exit Camden Yards after briefly being told to stay put. 12 people arrested during protests, police commissioner says.
","Demonstrators clash with police near Baltimore's famed baseball stadium. At least 12 people are arrested, police say. "
"21-year-old student Jackson Gordon has designed and built a functional Batsuit. Made with money raised on Kickstarter, the outfit has received a prestigious endorsement.
","Jackson Gordon is a 21-year-old industrial design student at Philadelphia University. He has created a replica of the Batsuit from Christopher Nolan's ""Dark Knight Trilogy"" Gordon's creation is made of Kevlar, memory foam, polycarbonate and ABS plastic. He is also an expert in Shaolin Kung Fu. "
"Indonesia executed eight drug smugglers Wednesday morning. Mary Jane Veloso was meant to be the ninth but was given reprieve. Supporters, family ""overjoyed"" -- Indonesia stresses it's just a delay.
","Mary Jane Veloso, a Filipina maid and mother of two, was due to be executed by firing squad. She was convicted of drug trafficking after $500,000 worth of heroin was found in her luggage. The Philippines says she is a victim of human trafficking. "
"Police arrest demonstrators near Union Square in New York. Protests also held in Washington, Minneapolis and Boston.
","NEW: Denver police report nine arrests in Wednesday's demonstrations. NEW: ""NYC Rise Up & Shut It Down With Baltimore"" rally is held in Union Square. Hundreds of people march in support of protesters in Baltimore. Three people are shot in Ferguson, Missouri, police say. "
"Zuriel Oduwole is a 12-year-old filmmaker. To date, she has interviewed 14 heads of state.
",Zuriel Oduwole is a 12-year-old filmmaker from California. She has four documentaries under her belt -- all of which focus on African issues. She was named by Business Insider as one of world's 100 most powerful individuals. 
"Assyrians are an ancient Middle Eastern minority -- they are part of the rapidly dwindling Christian population of Iraq. After ISIS overran their villages, some Assyrians formed a militia to fight for survival against the terror group.
","Assyrians are a Middle Eastern minority with a history reaching back more than 4,000 years. Many Assyrians see the fight with ISIS as a final battle for survival against the Islamists. "
"Maysak has sustained winds of more than 130 mph but is expected to weaken. It's forecast to hit the Philippines during the Easter weekend.
",Typhoon Maysak is moving west-northwest over the Pacific Ocean. Its eye is projected to make landfall in the central or northern part of the Philippines on Sunday. 
"L'Hermione is a painstaking replica of an 18th century ship of the same name. The original fought with American colonists against the British in the Revolutionary War.
","L'Hermione is a replica of an 18th century French frigate that fought with the U.S. in the War of Independence. In 1780, the original Hermione was assigned to a French nobleman who fought as a general in George Washington's army. After a year of testing, it set sail Saturday to retrace Lafayette's journey 235 years after the original. "
